id,number,user,user_id,state,created_at,closed_at,merged_at,repo_url,repo_id,html_url,agent,base_sha,head_sha,delta_loc,delta_cyclomatic_sum,delta_over_cyclomatic_count,delta_cognitive_sum,delta_over_cognitive_count,delta_security_syntax_errors,delta_security_severity_high,delta_security_severity_medium,delta_security_severity_low,delta_general_fatal,delta_general_error,delta_general_warning,new_security_top_1_error,new_security_top_1_error_count,new_security_top_2_error,new_security_top_2_error_count,new_security_top_3_error,new_security_top_3_error_count,removed_security_top_1_error,removed_security_top_1_error_count,removed_security_top_2_error,removed_security_top_2_error_count,removed_security_top_3_error,removed_security_top_3_error_count,new_security_high_sev_top_1_error,new_security_high_sev_top_1_error_count,removed_security_high_sev_top_1_error,removed_security_high_sev_top_1_error_count,new_general_top_1_error,new_general_top_1_error_count,new_general_top_2_error,new_general_top_2_error_count,new_general_top_3_error,new_general_top_3_error_count,removed_general_top_1_error,removed_general_top_1_error_count,removed_general_top_2_error,removed_general_top_2_error_count,removed_general_top_3_error,removed_general_top_3_error_count,repo_language,repo_full_name
3264021033,41,Draco3310,131842369,open,2025-07-25T18:17:57Z,,,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/41,Claude_Code,d3fcc4eb1a823f1c4378fa73b31459d789cfdb13,d51e6cabc81ae42a4249057daf476211224fdcc6,622,73,-2,33,-5,0,0,-4,0,0,10,0,N/A,0,N/A,0,N/A,0,hardcoded_sql_expressions_MEDIUM,2,N/A,0,N/A,0,N/A,0,N/A,0,error_no-value-for-parameter,9,error_unexpected-keyword-arg,5,N/A,0,error_function-redefined,4,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3164071875,39,Draco3310,131842369,closed,2025-06-20T18:18:19Z,2025-06-24T14:07:34Z,2025-06-24T14:07:34Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/39,Claude_Code,db961e02e23baeedcffc53bfd948f4766969e6af,d28a02d862e4c9ff6813a0f34eccff4d37d273a4,-56,0,0,0,0,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3122700750,6,Draco3310,131842369,closed,2025-06-05T21:17:54Z,2025-06-05T21:20:50Z,2025-06-05T21:20:50Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/6,OpenAI_Codex,001ae3f3d5550856829a6896e4b491c1d6f1d8e4,9a7c85d4aa9fefaa6007196a35247636ddb40a05,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3137905086,17,Draco3310,131842369,closed,2025-06-11T19:35:01Z,2025-06-11T19:41:53Z,2025-06-11T19:41:53Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/17,OpenAI_Codex,b857cf09dc6a0fd877a9df53cf256cf011c5acec,0ab7c965105a3a44ed6e60fe055601bb2be813c4,167,27,0,19,1,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3138240841,28,Draco3310,131842369,closed,2025-06-11T22:11:03Z,2025-06-11T22:45:20Z,2025-06-11T22:45:20Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/28,OpenAI_Codex,e7136fa2da4b8fa68d9c8d86f117917049519097,0a0d581332eaba2945acf2d495022bdf292f77e0,66,9,0,13,1,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3138225730,26,Draco3310,131842369,closed,2025-06-11T22:05:13Z,2025-06-11T22:45:20Z,2025-06-11T22:45:20Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/26,OpenAI_Codex,e7136fa2da4b8fa68d9c8d86f117917049519097,9f7610f6e2d3f33a39c36e1ed4424fdec57c55e3,7,8,0,7,0,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3138225572,25,Draco3310,131842369,closed,2025-06-11T22:05:06Z,2025-06-11T22:57:53Z,2025-06-11T22:57:53Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/25,OpenAI_Codex,e7136fa2da4b8fa68d9c8d86f117917049519097,bf19ae191a1ce4bdf896d5061c2b7b8e0f2337e4,43,6,0,6,0,0,0,0,0,0,3,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,error_no-value-for-parameter,3,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3138152321,24,Draco3310,131842369,closed,2025-06-11T21:23:44Z,2025-06-11T21:42:11Z,2025-06-11T21:42:11Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/24,OpenAI_Codex,a6edc3bd9e4a6963a086fecb3bd0ed849c6907e1,decd5e99774e7f5143a059d22aa1a1e3a0d37516,144,20,0,11,0,0,0,0,6,0,0,0,assert_used_LOW,3,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3138073868,22,Draco3310,131842369,closed,2025-06-11T20:49:30Z,2025-06-11T21:01:07Z,2025-06-11T21:01:07Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/22,OpenAI_Codex,0cf4abae1d5fdd3b7fc6783657bb13d13003325a,219c07d3667a598dcb180fc8bca9c65bb2c627d1,133,12,1,11,1,0,0,0,4,0,0,0,assert_used_LOW,2,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
3138072584,21,Draco3310,131842369,closed,2025-06-11T20:49:01Z,2025-06-11T21:01:07Z,2025-06-11T21:01:06Z,https://api.github.com/repos/Draco3310/Gal-Friday2,992063465.0,https://github.com/Draco3310/Gal-Friday2/pull/21,OpenAI_Codex,0cf4abae1d5fdd3b7fc6783657bb13d13003325a,75431893596528a6d5b4185970bf108dc4c1e675,174,12,0,15,1,0,0,0,6,0,0,0,assert_used_LOW,3,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,Draco3310/Gal-Friday2
