id,number,user,user_id,state,created_at,closed_at,merged_at,repo_url,repo_id,html_url,agent,base_sha,head_sha,delta_loc,delta_cyclomatic_sum,delta_over_cyclomatic_count,delta_cognitive_sum,delta_over_cognitive_count,delta_security_syntax_errors,delta_security_severity_high,delta_security_severity_medium,delta_security_severity_low,delta_general_fatal,delta_general_error,delta_general_warning,new_security_top_1_error,new_security_top_1_error_count,new_security_top_2_error,new_security_top_2_error_count,new_security_top_3_error,new_security_top_3_error_count,removed_security_top_1_error,removed_security_top_1_error_count,removed_security_top_2_error,removed_security_top_2_error_count,removed_security_top_3_error,removed_security_top_3_error_count,new_security_high_sev_top_1_error,new_security_high_sev_top_1_error_count,removed_security_high_sev_top_1_error,removed_security_high_sev_top_1_error_count,new_general_top_1_error,new_general_top_1_error_count,new_general_top_2_error,new_general_top_2_error_count,new_general_top_3_error,new_general_top_3_error_count,removed_general_top_1_error,removed_general_top_1_error_count,removed_general_top_2_error,removed_general_top_2_error_count,removed_general_top_3_error,removed_general_top_3_error_count,repo_language,repo_full_name
3262006441,146,arockwell,21548,closed,2025-07-25T05:11:38Z,2025-07-26T20:05:53Z,,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/146,Claude_Code,71c3a3ef0ecbe5375f7dc5d3fe78631177f5de08,08a66a91bbcba748884e2c9e78282fa7bb12f36e,4413,533,10,685,23,0,2,14,472,0,1,0,assert_used_LOW,199,subprocess_without_shell_equals_true_LOW,15,start_process_with_partial_path_LOW,12,N/A,0,N/A,0,N/A,0,subprocess_popen_with_shell_equals_true_HIGH,1,N/A,0,error_possibly-used-before-assignment,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3261614795,142,arockwell,21548,closed,2025-07-25T00:53:42Z,2025-07-27T03:52:45Z,,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/142,Claude_Code,71c3a3ef0ecbe5375f7dc5d3fe78631177f5de08,634bbdf1701d002378cf82860527c5b4e3f595bf,1394,136,2,157,4,0,0,8,212,0,1,0,assert_used_LOW,104,hardcoded_tmp_directory_MEDIUM,4,subprocess_without_shell_equals_true_LOW,1,blacklist_LOW,1,N/A,0,N/A,0,N/A,0,N/A,0,error_possibly-used-before-assignment,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3261615799,143,arockwell,21548,closed,2025-07-25T00:54:37Z,2025-07-27T02:50:57Z,2025-07-27T02:50:57Z,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/143,Claude_Code,71c3a3ef0ecbe5375f7dc5d3fe78631177f5de08,852c06d81772a6cb46b1f585db0dfd20f321c688,831,72,1,76,0,0,0,4,152,0,1,0,assert_used_LOW,74,hardcoded_tmp_directory_MEDIUM,2,subprocess_without_shell_equals_true_LOW,1,blacklist_LOW,1,N/A,0,N/A,0,N/A,0,N/A,0,error_possibly-used-before-assignment,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3247064343,117,arockwell,21548,closed,2025-07-21T03:32:44Z,2025-07-23T02:06:59Z,,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/117,Claude_Code,5197fd3cb4473a6ac5f410a2b662d778524b2962,b094b6ef1a7d851b37f01827c8fb6b6be6856c4c,357,70,2,209,2,0,0,0,60,0,0,0,assert_used_LOW,29,try_except_continue_LOW,2,N/A,0,try_except_pass_LOW,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3266528978,147,arockwell,21548,closed,2025-07-27T04:06:14Z,2025-07-27T04:18:27Z,2025-07-27T04:18:27Z,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/147,Claude_Code,618bbbe6efb6a70d6bb33606d0dc6c32bbde5465,2820db2c89f33d842a0e79c2a1a9c6f71e846d50,-2,-2,0,8,1,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3254576237,125,arockwell,21548,open,2025-07-23T02:04:26Z,,,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/125,Claude_Code,5197fd3cb4473a6ac5f410a2b662d778524b2962,17141d3caae5807099259a76f08a083678214c4e,357,70,2,209,2,0,0,0,60,0,0,0,assert_used_LOW,29,try_except_continue_LOW,2,N/A,0,try_except_pass_LOW,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3224874707,30,arockwell,21548,closed,2025-07-12T05:46:38Z,2025-07-12T05:52:16Z,2025-07-12T05:52:16Z,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/30,Claude_Code,a8c2abbb7f74c0557adadafbfd96a3704fc64fc9,963cd898a06ce1e92ad0b9c8ee24c905e2b094f4,312,36,2,92,3,0,0,2,2,0,0,0,hardcoded_sql_expressions_MEDIUM,1,try_except_pass_LOW,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3241703822,97,arockwell,21548,closed,2025-07-18T03:19:24Z,2025-07-18T03:38:21Z,2025-07-18T03:38:21Z,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/97,Claude_Code,7a27308a60b30fcd357c268d157a9bb32c73138c,07df674902596caea1db3f494138dfa4211ffbe2,2971,317,8,502,24,0,2,0,16,0,1,0,start_process_with_partial_path_LOW,3,subprocess_without_shell_equals_true_LOW,2,try_except_pass_LOW,2,N/A,0,N/A,0,N/A,0,subprocess_popen_with_shell_equals_true_HIGH,1,N/A,0,error_no-value-for-parameter,1,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3226125871,48,arockwell,21548,closed,2025-07-13T04:33:40Z,2025-07-13T04:37:25Z,2025-07-13T04:37:25Z,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/48,Claude_Code,07d79e2a1c467898bba79dd865ad10e47f04720e,0fa4a344528aadbe1147baafce47b7bb45c3b2b4,3,1,0,1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
3226129969,50,arockwell,21548,closed,2025-07-13T04:42:53Z,2025-07-13T04:44:23Z,2025-07-13T04:44:23Z,https://api.github.com/repos/arockwell/emdx,1015152091.0,https://github.com/arockwell/emdx/pull/50,Claude_Code,5797b65203b8c8e57d864a49bf6bc24eb1ad156f,80d58a834c69d5289c9ce1a10b7532aaf2c1743f,0,-1,0,-1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,Python,arockwell/emdx
